$\frac{P_e}{\ell}$ (m$^{-1}$),$J_0$ (m yr$^{-1}$),Speed diff (m yr$^{-1}$)
3.998078893415158e-05,-3.0099360961192136,284.0719979138879
2.8509143397309456e-05,-10.791279467607604,145.76350696429333
3.637953859046045e-05,-140.3983995739941,1391.2819533102559
0.0002634258812746587,-6.161393596085064,-2.594990045171443
0.000767705787984142,-9.032856600142095,-8.615951926727611
0.0009591410910336961,-35.37350347346603,115.23023478190105
0.00012131626224664827,-1014.9051070027045,182.2030336953761
0.00014647832445157532,-307.0028817811962,72.50114961949792
0.00024709190434055053,-176.67592383387355,-134.8774455414232
0.00027156039385483363,-34.59793478220874,-90.03750469755676
8.273234850929271e-05,-175.9621522923559,288.852644310928
2.3685830032452903e-05,-70.36552873407095,-227.52146799971425
4.9702677559886906e-05,-246.5953611734208,1147.8103263875662
0.0001050762493582847,-491.747289340298,2027.791141737376
4.405865725494541e-05,559.2509834532781,3404.4501460874003
0.0001499317749464128,-169.06367702634486,292.5026054568408
7.173206934571738e-05,-323.60262402790795,406.6492096195378
4.6932747554554755e-05,-258.59059730888447,580.9066944484142
0.0003524548596625006,-78.66742329852481,2625.15820957587
0.0007663483253351056,-420.1992029052575,-521.9490199308733
0.0002275823529974758,-390.30547468966427,-114.5190856437373
0.0002105521994970688,-9.866439687197797,160.3713024728667
0.0005875328141736929,-4.092758225563252,42.61210874748749
8.403287103026517e-05,-259.57068486458525,23.223289262311578
-7.493316536000836e-05,-230.02225182263555,1187.727798007045
0.00030152730012773864,-48.79354869862933,44.553872457364726
0.00021062876007088384,-54.237782631371516,89.92147275102819
-9.470308191893544e-06,-402.9587233432157,113.54931251918725
-0.00015119524523425485,-35.41995168507252,1342.5196606395696
0.00027107022334989846,-105.104930568249,1867.2905870556506
7.185898104050708e-05,-166.18279314707527,-56.97205218390078
1.5304197372875044e-05,-7.7292108941522955,39.309831386659226
0.00012247723095313215,96.49705148123518,166.15181982355713
0.00026472336334852295,-61.242766861165144,-14.273499320839155
0.00010247744701266933,8.522989942281775,315.2424985270514
6.922387218860161e-06,-172.30231621477049,2896.918808355565
0.00031189658497554764,-194.37032388462478,662.988391493717
-4.4955502537925134e-07,-190.18082481292234,2006.4324610433614
0.0007063525579026039,-63.407831641132404,-3.6268144222455976
0.00010572712384634336,-142.17543827499364,44.90855593797637
9.546707412065362e-05,-317.73795279879306,41.09107991867272
-6.21048178363103e-05,-190.54364395458504,1381.5729861375764
0.00022467752323545272,-117.76907519656929,416.95201317598526
7.569566655671062e-05,-52.99083566701044,306.1981471612202
4.534712427033626e-05,-707.4794091494599,172.70077952976803
4.26294378916135e-06,-70.44381219684767,2771.8092580242214
0.00010350294564562127,-136.7257315876198,1120.9374460773422
4.076349529438542e-05,-112.13362090028191,-85.92921857136054
0.00011501798962121367,-21.868818372187157,155.3827954630865
0.00010868773505790662,-36.93497234762628,-30.7563656856051
1.3900851434717692e-05,0.05366738363294177,402.68257099761564
2.958801855283197e-05,-1041.8346213736838,3187.496460291753
0.00024916478481735256,-177.4142806898645,683.1270641130485
-9.173645863031632e-06,-1012.8162517020804,1986.0338005748229
6.276309780775188e-05,-578.8489292175236,981.8552672843628
0.00022640887643893433,-100.95324007488439,65.89723478487839
-3.556429074513249e-05,-30.234525431644993,321.3095128646067
-7.29465369236109e-05,-34.56906740032324,323.06380357199583
-1.1190155650337484e-06,-15.452473172933473,2765.023789816756
1.51916099751694e-05,-16.54903324818991,-51.907522061976
4.8173327572196894e-05,-1643.8980059744943,3104.2991523225796
0.00023428040315361096,-112.71651761822748,613.747369699039
4.4174782546906175e-05,-167.85991534005353,1023.16883738448
5.447480038095641e-05,-1081.3884522506303,2774.9274154704453
0.0003150948010844007,5.479271765340882,467.1384478313169
0.00023137347547537876,-222.53511099317703,573.1281981429432
